date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2021-01-01,,,,,,,,,,
2021-01-02,8.8,1,14.4,0.7,,76,3.4,,1018.2,
2021-01-03,10.8,8.7,15.6,12,,160,4.2,,1016.6,
2021-01-04,8.3,5.2,11.4,52.4,,24,3.6,,1011.9,
2021-01-05,7,3.7,9.9,5.9,,70,2.2,,1016.6,
2021-01-06,9.4,7.6,12.4,36.1,,192,4.8,,1019.1,
2021-01-07,10.7,8.6,12.7,88.8,,212,4.4,,1016.5,
2021-01-08,13.2,11,15,57.8,,195,5.8,,1011.6,
2021-01-09,13.2,10.4,16,15.2,,279,5.3,,1012.2,
2021-01-10,15.2,12.9,18.8,16,,181,4.6,,1013.3,
2021-01-11,13.7,10.6,17,72.1,,205,5.7,,1011.6,
2021-01-12,9.7,5.8,12.6,16,,355,8.2,,1010.8,
2021-01-13,7,4.2,11.4,2.3,,1,3.8,,1011.3,
2021-01-14,5.9,1.7,9.6,3,,0,4.2,,1012.1,
2021-01-15,5.7,2,11.2,3.5,,5,3.1,,1011.4,
2021-01-16,2.1,-4.3,7.2,3,,6,6.4,,1011.6,
2021-01-17,-0.8,-7.3,3.8,0,,355,6.9,,1016.9,
2021-01-18,-0.1,-5.9,6.6,0,,1,5.7,,1018.9,
2021-01-19,0.4,-5.2,8.2,0,,358,4.8,,1025.8,
2021-01-20,3.4,-5,9.5,0.3,,337,2,,1029.1,
2021-01-21,6.4,1.8,9.3,28.9,,196,2.3,,1026.7,
2021-01-22,9.1,7,13.6,33.1,,195,4.3,,1022.4,
2021-01-23,9.1,6.6,10.8,58.1,,174,7.6,,1012.9,
2021-01-24,8.6,6.4,10.8,62.1,,171,6.5,,1008.8,
2021-01-25,9.1,6.9,11.6,26.4,,231,6,,1007.5,
2021-01-26,7.1,2.6,10.1,34.1,,39,8.4,,1006.3,
2021-01-27,2.3,-1.2,6.6,0,,0,12.4,,1011.9,
2021-01-28,2.4,-3.6,8,0,,1,6.4,,1016.4,
2021-01-29,5.9,0,10.1,10.6,,119,1.7,,1014,
2021-01-30,9.8,5.8,15,16.6,,355,3.4,,1005.7,
2021-01-31,9.5,3.6,13.8,47.4,,179,7.2,,1004.4,
2021-02-01,10.1,8.8,11.8,27.3,,180,6.9,,1004,
2021-02-02,10.3,7,13.4,7.7,,71,1.9,,1011.5,
2021-02-03,9.3,1.6,16.6,0,,339,2,,1018.6,
2021-02-04,9.9,2.8,17.4,0,,311,1.5,,1020.6,
2021-02-05,10.6,4.4,19.2,0,,304,1.8,,1021.1,
2021-02-06,12,2,20,0,,235,2.7,,1019.4,
2021-02-07,12.6,4.4,18.8,2.9,,192,6.5,,1013.6,
2021-02-08,11.5,8.4,16,40.8,,187,9.2,,1005.2,
2021-02-09,10,6.6,14.6,38,,174,7.1,,1011.7,
2021-02-10,10.5,7.2,14.8,3.4,,195,4.7,,1014.3,
2021-02-11,9.6,7.4,10.9,61.1,,50,4.2,,1009.4,
2021-02-12,8.4,4.7,12.3,0,,9,5.3,,1018.9,
2021-02-13,6.9,4.2,8.6,39.1,,85,3.1,,1018.1,
2021-02-14,-0.6,-4.2,5.2,14.4,,2,5.3,,1019.1,
2021-02-15,-2.7,-10.8,5,0.4,,356,11.7,,1027.8,
2021-02-16,-2,-12.7,7.6,0,,354,9.9,,1027.9,
2021-02-17,2.7,-6.8,12.4,0,,340,4.9,,1023.9,
2021-02-18,7.3,3.4,14.4,0,,359,6,,1022.8,
2021-02-19,6.9,-1,13.9,0,,311,3.4,,1026.8,
2021-02-20,8.8,4,13.6,1.1,,301,3,,1027,
2021-02-21,9,1.3,18.4,0,,356,2.9,,1027.7,
