date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2022-01-01,10.1,5,16.4,,,349,4.6,14.8,1021.7,
2022-01-02,10.3,6.6,16,,,342,4.5,16.7,1023.4,
2022-01-03,10.2,5.3,16.4,,,140,4.5,13,1020.9,
2022-01-04,12,8.7,16.2,,,131,5.3,14.8,1016.7,
2022-01-05,12.7,9.4,17.4,,,134,5.4,16.7,1010.8,
2022-01-06,12.6,9.3,17.6,,,179,7.6,22.2,1008.9,
2022-01-07,10.9,8.3,14,,,353,8.1,20.4,1012.7,
2022-01-08,9.7,7.8,12.2,,,328,4.4,16.7,1009.6,
2022-01-09,9.7,8,11.8,,,4,6.7,16.7,1003.8,
2022-01-10,8.9,5.3,12.8,,,0,8.2,27.8,997.8,
2022-01-11,7.3,4.2,11.6,,,353,16,35.2,1006,
2022-01-12,6.6,3.2,11.2,,,350,12.5,27.8,1018.1,
2022-01-13,4.5,1.1,9.1,,,346,8.8,22.2,1028,
2022-01-14,5.8,1.2,12.6,,,357,5.7,22.2,1026.1,
2022-01-15,7.2,1.6,13.6,,,355,9.6,27.8,1020.8,
2022-01-16,8.2,2.5,14,,,11,2.7,16.7,1024,
2022-01-17,9.2,6,14.4,,,265,4.2,14.8,1022.4,
2022-01-18,8.2,3.7,12.6,,,349,11.6,35.2,1026.9,
2022-01-19,6.2,2.9,12,,,357,6,31.5,1030,
2022-01-20,7,0,13.2,,,152,6.1,18.5,1023.4,
2022-01-21,7.4,1.9,11,,,352,9,27.8,1017.1,
2022-01-22,4.3,-1.2,8.8,,,349,12.3,38.9,1020.4,
2022-01-23,3.7,0,9.4,,,357,11.8,27.8,1024.1,
2022-01-24,2.7,-0.5,7.2,,,359,14.1,33.3,1026.5,
2022-01-25,1.5,-3.6,6.9,,,356,10.1,29.6,1029.1,
2022-01-26,3.5,-1.4,10.2,,,356,5.4,18.5,1025.7,
2022-01-27,4.7,-1,10.5,,,12,5.6,14.8,1024.9,
2022-01-28,6.1,1.2,10.7,,,63,5.1,20.4,1022.6,
2022-01-29,6.8,-0.8,12.6,,,352,13.9,37,1022,
2022-01-30,5.7,1,11.5,,,10,5.7,24.1,1020.3,
2022-01-31,6.8,1.6,13,,,101,5.5,14.8,1014.9,
2022-02-01,6.9,2.7,9,,,19,10,29.6,1001.2,
2022-02-02,6.2,1.9,11.6,,,352,13.3,33.3,1006.7,
2022-02-03,7,3.3,12.4,,,354,15.5,37,1017,
2022-02-04,7.7,4,13.3,,,109,4.6,18.5,1021.3,
2022-02-05,9,4.9,15.2,,,61,3.4,16.7,1018.2,
2022-02-06,10.5,7.3,15,,,330,3.9,22.2,1020.9,
2022-02-07,10.7,7.5,15,,,157,11.8,35.2,1011.8,
2022-02-08,7.3,3.2,11.8,,,349,17.3,40.8,1019.7,
2022-02-09,7.6,2.6,13,,,348,6,27.8,1028.1,
