date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2021-01-01,10.8,8.5,15.3,,,145,5.8,,1016.3,
2021-01-02,11.6,7.6,16.5,,,136,6.6,,1016.6,
2021-01-03,12.2,8,16.2,,,148,9.2,,1014.6,
2021-01-04,11.1,9.4,13.1,,,358,7.1,,1011.5,
2021-01-05,11.5,7.6,15.5,,,112,5.6,,1013.9,
2021-01-06,12.5,9.4,16,,,139,11.4,,1015.9,
2021-01-07,11.5,9.4,13.4,,,97,5.5,,1014.9,
2021-01-08,13,10,17.1,,,198,10.5,,1009.5,
2021-01-09,11.5,9.6,15.4,,,322,4.4,,1012.4,
2021-01-10,11.7,9.1,14.6,,,335,5.4,,1012,
2021-01-11,12.3,10,14.9,,,323,7.8,,1012.1,
2021-01-12,9.9,7.9,12.4,,,328,8.1,,1012,
2021-01-13,9.1,6.3,12.6,,,333,9,,1011.5,
2021-01-14,7,3.7,11.7,,,8,8.5,,1011.7,
2021-01-15,5.6,1.9,11.4,,,331,6.9,,1012.8,
2021-01-16,4.5,1.1,8.5,,,360,15.1,,1013.8,
2021-01-17,2.2,-2.4,6.5,,,28,8.5,,1017.6,
2021-01-18,3,-1,7,,,356,7.5,,1019.5,
2021-01-19,3.6,-0.6,9,,,20,4.2,,1025.8,
2021-01-20,6.8,2.2,11.3,,,132,7.9,,1026.8,
2021-01-21,10.8,7,15,,,139,8.7,,1023.5,
2021-01-22,13.1,10,18.3,,,147,12.5,,1018.1,
2021-01-23,12.7,9.8,17.3,,,143,13.7,,1008.9,
2021-01-24,12.7,9,15.9,,,146,15.7,,1004,
2021-01-25,11.7,8.3,15,,,241,15.1,,1004.2,
2021-01-26,8.7,3.2,12,,,328,19,,1006.1,
2021-01-27,5.2,1.7,10.4,,,353,13.2,,1013.6,
2021-01-28,5.2,1.2,10.6,,,60,7.8,,1015.9,
2021-01-29,9.9,5,14.1,,,134,8.7,,1011,
2021-01-30,11.8,8,16,,,331,8.7,,1003.5,
2021-01-31,12.4,10.3,15.9,,,145,10.4,,1000.7,
2021-02-01,12.2,10,15.7,,,154,8,,1001.2,
2021-02-02,12.1,10.4,14.5,,,133,5,,1010.5,
2021-02-03,11.9,8.1,17.1,,,142,1.4,,1017.9,
2021-02-04,11.9,8.6,16.6,,,124,3.3,,1019.8,
2021-02-05,11.6,8.5,16.3,,,121,1.8,,1020.8,
2021-02-06,12.1,7.9,17.6,,,125,4.2,,1018,
2021-02-07,13.4,8.7,18.4,,,132,5.6,,1010.7,
2021-02-08,14.4,12.4,17.4,,,172,13.3,,1001.6,
2021-02-09,13.2,10,17.4,,,158,11.3,,1007.9,
2021-02-10,14.5,9.6,20,,,155,12.3,,1009.7,
2021-02-11,12.9,9.3,14.9,,,313,8.6,,1006.9,
2021-02-12,8.1,5.6,10.1,,,339,8.9,,1020.2,
2021-02-13,3.4,-1.2,6.2,,,347,8.8,,1020.9,
2021-02-14,0.7,-3.3,7.5,,,349,18.5,,1022.5,
2021-02-15,2.5,-3.4,8.7,,,355,16.8,,1030.7,
2021-02-16,3,-3,9,,,5,5.7,,1028.6,
2021-02-17,5.7,-1.2,11.2,,,127,4.9,,1023.3,
2021-02-18,8.2,3.2,13.7,,,9,3.7,,1023.3,
2021-02-19,8.8,4.3,15,,,127,2.6,,1026.2,
2021-02-20,10.6,6.8,15.4,,,87,3.5,,1026.1,
2021-02-21,10.6,5.9,16.6,,,15,2.7,,1026.3,
2021-02-22,10.8,5.6,17.6,,,98,3.7,,1030.8,
2021-02-23,10.3,5.2,17,,,307,3.6,,1032.8,
2021-02-24,11.7,6.8,18.3,,,335,4.3,,1031.6,
2021-02-25,12.4,7,19.6,,,329,3,,1029.9,
2021-02-26,12.4,7.8,19.4,,,277,3.3,,1026.8,
2021-02-27,11.1,5.4,17.6,,,304,2.4,,1021.2,
2021-02-28,12.4,7.2,19.2,,,354,9.1,,1022.9,
2021-03-01,11.5,7.1,16.9,,,335,7.4,,1024.8,
2021-03-02,10.4,5.4,16.7,,,341,7.3,,1028.6,
2021-03-03,11,5,17.8,,,323,5.7,,1029,
2021-03-04,11.2,6,18.1,,,181,5.2,,1023.7,
2021-03-05,11.1,6.2,16,,,144,6.4,,1016.8,
2021-03-06,12,8.2,15.6,,,37,7.9,,1019,
2021-03-07,10,4.9,15.1,,,336,8,,1021.2,
2021-03-08,9.4,5.6,13.5,,,62,5.3,,1014.9,
2021-03-09,11.4,7,15.6,,,343,4.4,,1010.8,
2021-03-10,11.1,7.7,13.3,,,306,8.6,,1008.4,
2021-03-11,8.7,3.9,13.2,,,342,13.7,,1016.7,
2021-03-12,10.6,4.6,16,,,143,7.1,,1018.5,
2021-03-13,12.5,8.6,16.6,,,143,7.7,,1014.5,
2021-03-14,12.9,9.1,16.7,,,141,9.1,,1010.5,
2021-03-15,9.7,6,13.5,,,312,9.7,,1002.3,
2021-03-16,9.5,4.6,13.4,,,345,9.7,,1005.6,
2021-03-17,8.9,4.7,13,,,315,8.5,24.1,1009.2,
2021-03-18,8.9,4.2,13.2,,,266,5.6,14.8,1012.8,
2021-03-19,9.2,5.7,13.6,,,311,4.9,18.5,1012.5,
2021-03-20,8.4,5.6,11,,,15,10.7,25.9,1011.7,
2021-03-21,8.1,6.8,10,,,6,9.3,25.9,1004.3,
2021-03-22,7.6,5.3,9.6,,,344,10.5,27.8,1001.3,
2021-03-23,7.2,0,13,,,355,13.7,33.3,1008.3,
2021-03-24,8.7,4,13.2,,,343,13,29.6,1015.7,
2021-03-25,9,4.1,13.6,,,3,9.8,24.1,1018.4,
2021-03-26,9,2.7,15.4,,,112,4.9,14.8,1024.4,
2021-03-27,10.2,3.4,17,,,153,5.2,16.7,1027,
2021-03-28,13.1,7.2,19.6,,,339,5.8,14.8,1028.9,
2021-03-29,12.7,6.3,19.5,,,326,5,18.5,1029.6,
2021-03-30,13.1,5.8,19.6,,,333,9.1,27.8,1026.7,
2021-03-31,14.5,8.5,21.1,,,352,11,27.8,1021.6,
2021-04-01,14.5,7.6,21.9,,,330,6.5,16.7,1017.4,
2021-04-02,14.5,8.8,19.8,,,165,6,16.7,1015.4,
2021-04-03,15.3,11.3,20,,,170,9.1,24.1,1011.6,
2021-04-04,11.2,9.2,14.6,,,333,11,31.5,1010.7,
2021-04-05,10.2,3.8,16.2,,,337,9.7,22.2,1012.2,
2021-04-06,11.3,4.7,17.4,,,163,7.2,16.7,1006.3,
2021-04-07,10.8,7.4,13.6,,,327,10.9,22.2,1007.9,
2021-04-08,9.6,5.5,13.5,,,347,14.7,35.2,1019.8,
2021-04-09,9.7,2.6,15.6,,,342,8.9,24.1,1026.8,
2021-04-10,10.1,2.6,16.4,,,172,4.8,16.7,1025.3,
2021-04-11,11,4.9,16.8,,,139,2.9,13,1023.5,
2021-04-12,13.5,8.4,18.6,,,157,4.8,13,1021.5,
2021-04-13,13.9,11.3,18.8,,,135,7.6,18.5,1017.1,
2021-04-14,11.8,8.4,14.4,,,281,6.2,18.5,1016.4,
2021-04-15,10.5,4.9,15.6,,,310,6.8,22.2,1018.8,
2021-04-16,12,5.7,17.1,,,352,7.8,22.2,1015.5,
2021-04-17,11.7,9.8,15,,,351,8.9,20.4,1009.6,
2021-04-18,12.7,9.6,16.3,,,318,6.3,14.8,1011.9,
2021-04-19,11,9,13,,,63,4.6,13,1012.6,
2021-04-20,12,9.1,15.9,,,161,5,14.8,1014.8,
