date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2022-01-01,8.6,3.6,15.2,,,27,5.6,14.8,1023.2,
2022-01-02,10.3,6,17.4,,,40,5.9,16.7,1025,
2022-01-03,9.1,3.2,15,,,88,4.7,9.3,1022,
2022-01-04,9.5,8.3,11.2,,,86,4.2,9.3,1018.3,
2022-01-05,10.9,9,14.2,,,117,3.4,13,1012.7,
2022-01-06,11.8,8.6,15.5,,,186,7.6,29.6,1010.6,
2022-01-07,9.1,6,11.8,,,62,11.6,25.9,1015.7,
2022-01-08,7.3,6,8.4,,,61,7.9,20.4,1011.9,
2022-01-09,8.1,6.4,11,,,71,4.7,13,1005.6,
2022-01-10,7.2,4,9.2,,,53,11.8,35.2,1001.4,
2022-01-11,7.1,3.8,10,,,31,12.9,33.3,1010.7,
2022-01-12,6,1.9,10.4,,,71,16.8,33.3,1022.3,
2022-01-13,2.3,-1.1,6.4,,,78,16,29.6,1032,
2022-01-14,3.3,-1.7,12.6,,,46,7.4,20.4,1028.3,
2022-01-15,5.9,0,15,,,72,10.2,25.9,1022.7,
2022-01-16,5.2,-0.2,11.5,,,43,7.4,22.2,1025.7,
2022-01-17,5.2,2,11,,,9,5.2,13,1024.6,
2022-01-18,4.9,1,12.6,,,16,7.9,18.5,1028.8,
2022-01-19,3,-2.4,10.4,,,36,7.4,20.4,1031.9,
2022-01-20,2.7,-1.1,5.8,,,59,5.7,11.1,1025.9,
2022-01-21,4,0.6,7.2,,,34,8.9,24.1,1019.9,
2022-01-22,1.3,-3.6,6.2,,,23,7.9,20.4,1023.1,
2022-01-23,0.1,-3.7,7.2,,,29,7.3,16.7,1026.2,
2022-01-24,-0.4,-3.8,5.2,,,52,11.3,24.1,1029.2,
2022-01-25,-0.6,-5.8,5.2,,,22,7.1,20.4,1032,
2022-01-26,1.3,-5.5,10,,,44,5.9,16.7,1028,
2022-01-27,3.1,-4,8.8,,,35,5.7,14.8,1027.3,
2022-01-28,2.3,-0.8,6.1,,,34,5.3,16.7,1024.7,
2022-01-29,3.9,-0.1,10.2,,,15,9.1,20.4,1024.3,
2022-01-30,3.5,-1.1,10.2,,,52,4.3,14.8,1021.7,
2022-01-31,4.3,-2.5,11.4,,,62,6.4,14.8,1015,
2022-02-01,5.7,3.4,9,,,52,17.8,31.5,1003.7,
2022-02-02,5.3,-8,12.2,,,57,9,24.1,1009.4,
2022-02-03,4.2,-0.5,12.4,,,22,7.6,22.2,1018.8,
2022-02-04,4.1,-0.1,11.2,,,81,5.2,14.8,1023,
2022-02-05,5.2,2.6,8.3,,,28,5.2,13,1020.9,
2022-02-06,8.2,4.3,15.2,,,33,5.8,16.7,1023.2,
2022-02-07,8.5,5.2,12.4,,,118,8.2,24.1,1012.7,
2022-02-08,5.5,2.3,11.2,,,24,10.4,29.6,1021.5,
2022-02-09,5.9,1.2,15,,,52,5.4,13,1030.1,
2022-02-10,7.2,0.8,16.6,,,66,3.2,13,1028.6,
2022-02-11,7.4,2,16,,,118,5.3,11.1,1025.7,
2022-02-12,8.9,2.6,15.2,,,55,10.3,27.8,1026,
2022-02-13,7.4,4.5,10,,,45,8.8,24.1,1026.8,
2022-02-14,6.5,0.6,11.2,,,18,3.2,11.1,1024.1,
2022-02-15,9,6,13.2,,,82,9,14.8,1021,
2022-02-16,9.4,6,13,,,91,7.4,14.8,1016.7,
