date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2021-01-01,7.4,4.6,11.5,,,104,5.7,14.8,1017.2,
2021-01-02,7.7,4,12.6,,,84,9.6,27.8,1017.8,
2021-01-03,9.9,6.6,16.4,,,118,14.3,27.8,1015.2,
2021-01-04,8.5,5.4,12.6,,,147,7.4,16.7,1012,
2021-01-05,7.5,5.1,11.2,,,108,7.4,18.5,1014.7,
2021-01-06,9.8,6.6,13,,,121,13.1,25.9,1015.8,
2021-01-07,7.9,4.9,11,,,237,7.1,14.8,1015.4,
2021-01-08,7.4,4.4,11.4,,,93,7.1,16.7,1010.2,
2021-01-09,6.2,2.8,10.4,,,116,12.2,35.2,1014.6,
2021-01-10,4.6,1.8,7.3,,,102,13.1,40.8,1014.3,
2021-01-11,6.9,3.2,11.2,,,112,12.7,27.8,1013.2,
2021-01-12,6,2.7,10,,,103,14.4,24.1,1013.1,
2021-01-13,5.3,0.9,9.4,,,104,6.3,16.7,1012.4,
2021-01-14,1.3,-2.7,4.8,,,99,7.6,22.2,1013.6,
2021-01-15,1,-4.9,6.9,,,88,9.6,27.8,1016.1,
2021-01-16,0.4,-5,5.8,,,83,15.4,33.3,1017.2,
2021-01-17,-1.4,-6.1,5,,,94,7.1,16.7,1019,
2021-01-18,-1.4,-6.2,5.5,,,77,10.4,27.8,1022.7,
2021-01-19,0.2,-5.9,8.6,,,110,7.8,18.5,1028,
2021-01-20,3.1,-0.8,6.6,,,105,5.3,11.1,1028.3,
2021-01-21,5.6,2.9,8.8,,,86,4.8,14.8,1024.6,
2021-01-22,10.5,6.3,14.4,,,135,16.5,22.2,1018.4,
2021-01-23,10.8,8,14,,,118,18.2,33.3,1009.5,
2021-01-24,9.5,6.3,12.6,,,120,14.9,31.5,1003.8,
2021-01-25,9.3,6,12,,,162,12.3,20.4,1003.5,
2021-01-26,5.3,-1.1,11,,,149,10.2,22.2,1007.9,
2021-01-27,2,-2.1,8.8,,,325,8,16.7,1014.3,
2021-01-28,1.7,-5.2,8.2,,,110,8.4,13,1017.1,
2021-01-29,4.7,2.7,6.8,,,72,7.9,14.8,1012.3,
2021-01-30,7.9,2.6,15,,,90,7.3,14.8,1004.7,
2021-01-31,8.4,5.8,12,,,107,11.4,24.1,1002,
2021-02-01,9.1,7.1,11.4,,,139,10.6,22.2,1002.3,
2021-02-02,8.1,5.7,11.2,,,135,7.5,18.5,1011.9,
2021-02-03,9.2,4.4,16.5,,,136,4.6,13,1018.6,
2021-02-04,8.9,6.4,13.1,,,108,7.1,13,1020.7,
2021-02-05,9.6,4.3,17.4,,,134,4.2,13,1021.5,
2021-02-06,10.1,5,16.2,,,115,5.7,13,1019,
2021-02-07,10.6,5.5,17,,,119,6.5,14.8,1011.2,
2021-02-08,12.5,10,16.6,,,160,10.5,22.2,1002,
2021-02-09,10.7,9,13.5,,,147,12.4,25.9,1008,
2021-02-10,11.8,8.1,16.3,,,138,10.5,24.1,1009.8,
2021-02-11,8,2.2,11.3,,,114,10.6,20.4,1008.9,
2021-02-12,1.5,-3,6.5,,,122,9.3,29.6,1023.5,
2021-02-13,-2.1,-6.5,2.3,,,102,25.3,40.8,1025.5,
2021-02-14,-2.1,-6.3,4.2,,,71,21.7,38.9,1027.1,
2021-02-15,0.8,-3.6,7.5,,,72,10.2,18.5,1033.1,
2021-02-16,0.1,-6.1,8.5,,,113,5.3,16.7,1029.6,
2021-02-17,3,-4.8,9.8,,,136,7.5,14.8,1024.6,
2021-02-18,6.5,1,14.6,,,107,8.2,14.8,1024.2,
2021-02-19,6.8,0,12.9,,,166,6.7,13,1027.2,
2021-02-20,7.8,4.3,11.6,,,152,4.5,13,1027.7,
2021-02-21,7.5,1.6,15.8,,,111,8.3,20.4,1029.2,
2021-02-22,8.7,1,17.2,,,167,6.6,14.8,1031.8,
2021-02-23,9.3,2,17.8,,,182,5.9,13,1033.4,
2021-02-24,10.4,2.8,22,,,111,8.9,22.2,1033,
2021-02-25,11.8,4.1,22.2,,,107,8.4,24.1,1031.8,
2021-02-26,12.5,4.9,21.6,,,133,5.2,13,1027.8,
2021-02-27,11.5,4.6,20.8,,,90,8.2,31.5,1023.1,
