date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2022-01-01,4.8,3.2,9,,,320,2.3,16.7,1025.3,
2022-01-02,7,1.6,15.4,,,7,3,20.4,1026.7,
2022-01-03,8.4,2.5,15.4,,,256,8.4,25.9,1021.2,
2022-01-04,8.7,5.2,13,,,251,9.4,24.1,1017.6,
2022-01-05,11.7,7.8,17.8,,,241,10.7,24.1,1011.5,
2022-01-06,11.7,7.1,16,,,225,9.3,22.2,1009.7,
2022-01-07,2.9,-0.3,8.2,,,58,6,29.6,1021.1,
2022-01-08,1.6,-0.1,3.6,,,18,4.1,25.9,1016.3,
2022-01-09,2.5,1.7,3.6,,,304,2.1,18.5,1007.6,
2022-01-10,0.9,-1.9,3,,,42,13,29.6,1006.8,
2022-01-11,0.8,-1.7,3.4,,,43,25.8,38.9,1016.1,
2022-01-12,-1.5,-5.6,1.2,,,68,23.5,40.8,1028,
2022-01-13,-4.1,-8.8,0.4,,,62,19.9,27.8,1037.6,
2022-01-14,-2.9,-7,2.2,,,332,4.7,22.2,1033,
2022-01-15,-0.1,-5.6,8.4,,,43,10,27.8,1027.8,
2022-01-16,0.8,-3.8,6.6,,,346,4.2,24.1,1029,
2022-01-17,0.2,-6,1.9,,,320,2.4,20.4,1026,
2022-01-18,0.9,-3.4,7,,,31,5.6,27.8,1030.3,
2022-01-19,0.4,-3.8,6.6,,,277,4.9,24.1,1033.8,
2022-01-20,2.5,-4,8.4,,,251,9.9,25.9,1025.1,
2022-01-21,0.7,-4.4,4.8,,,68,10.3,25.9,1022,
2022-01-22,-3,-7.5,3,,,82,6.9,27.8,1024,
2022-01-23,-3.5,-6,2.6,,,33,6.4,18.5,1027.4,
2022-01-24,-3.4,-7.7,3.6,,,62,19,31.5,1030.9,
2022-01-25,-4,-9.2,1,,,8,7.1,25.9,1033.8,
2022-01-26,-2.8,-9.3,5,,,349,4.5,16.7,1030.1,
2022-01-27,0.2,-4.6,7,,,346,4.2,14.8,1028.3,
2022-01-28,2.4,-1.5,9.8,,,243,10.3,20.4,1025.1,
2022-01-29,2.5,-2.5,5.2,,,81,13.8,29.6,1027.1,
2022-01-30,2.2,-4.8,9.2,,,295,4.7,20.4,1022.9,
2022-01-31,2.2,-2.8,9,,,178,7.1,16.7,1016.3,
