date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2023-01-01,5.9,2,10.8,0,,310,2.5,18.5,1033.4,
2023-01-02,4.7,2.3,8.4,0,,296,2.4,20.4,1032.6,
2023-01-03,4.5,2,8.4,0,,306,2.8,20.4,1030.4,
2023-01-04,2.6,1.1,4.2,0,,354,2.2,20.4,1031,
2023-01-05,4.8,0.1,11.8,0,,285,2.5,22.2,1025.6,
2023-01-06,7,1.4,14.2,0,,12,4.1,16.7,1026,
2023-01-07,2.9,-1.2,10.2,0,,323,2.9,22.2,1027.1,
2023-01-08,4,-1.2,11.8,0,,305,4.1,24.1,1022.9,
2023-01-09,8.9,4.1,12.4,13.9,,159,14.3,25.9,1015.1,
2023-01-10,7.4,3.7,9.6,10.4,,206,6.3,25.9,1008.4,
2023-01-11,4.1,1.5,7,1,,36,5.7,18.5,1017.1,
2023-01-12,4.3,2.3,7.6,0,,49,7.4,18.5,1022,
2023-01-13,4,0.7,8.6,0,,63,2.2,13,1022.3,
2023-01-14,3.5,1.2,7.2,0,,69,2.1,16.7,1022.6,
2023-01-15,4.6,0.5,9.8,0,,67,3.2,18.5,1021.3,
2023-01-16,5,-0.1,7.8,4.8,,183,12.7,29.6,1012,
2023-01-17,9.4,6.8,12.6,39.5,,195,20.2,29.6,1001.5,
2023-01-18,12.8,11.1,16.7,32.2,,182,19.3,35.2,1001.5,
2023-01-19,11.2,6.4,15.2,29.5,,226,15.1,29.6,1004.9,
2023-01-20,6.8,3.9,9.3,12.5,,248,6.8,18.5,1006.8,
2023-01-21,3.9,2.2,7.6,8,,125,6.3,22.2,1009.8,
2023-01-22,2.9,1.2,4.7,0,,97,4.8,20.4,1018.6,
2023-01-23,4.2,2.5,5.4,16.9,,352,3.8,25.9,1022.1,
2023-01-24,4.6,2.6,7.2,5,,13,2.5,16.7,1027.8,
2023-01-25,3.9,1.2,5.4,0.4,,53,7.5,22.2,1027.7,
2023-01-26,2.2,0,4.2,1.7,,51,6.8,24.1,1017.4,
2023-01-27,1.4,-0.9,3.6,2.2,,66,8.9,22.2,1012.1,
2023-01-28,1.5,-1.7,5,0,,60,9.7,18.5,1016.3,
2023-01-29,2.1,-1,4.4,0,,54,12.4,22.2,1022.4,
2023-01-30,2,-1,5.6,0,,1,4.5,18.5,1020.8,
2023-01-31,2.7,0.4,7.8,0.8,,48,8.6,20.4,1018.8,
2023-02-01,3.8,-1.6,8.8,0,,342,3.4,18.5,1023.3,
2023-02-02,6.1,2.4,11.4,0.5,,187,9.9,20.4,1021.9,
2023-02-03,4,1.4,8.8,2.9,,197,5.2,16.7,1025.5,
2023-02-04,4.7,0.4,7.4,7.2,,233,9.6,27.8,1018.9,
2023-02-05,-0.7,-5.1,6.2,0.3,,65,18.3,38.9,1026.3,
2023-02-06,-3.9,-7.1,-1.8,0.8,,51,23.2,33.3,1031.9,
2023-02-07,-3.5,-8.3,0.8,0,,70,18.1,29.6,1036.2,
2023-02-08,-4.1,-9.3,0.8,0,,54,14.3,27.8,1038.5,
2023-02-09,-3.4,-6.6,1.8,0,,83,6.3,22.2,1038.6,
2023-02-10,-2.9,-7,4.2,0,,76,5.2,25.9,1038.2,
2023-02-11,-2.2,-6.9,5.8,0,,65,3.6,24.1,1036.6,
2023-02-12,-0.4,-5.4,4.4,0.3,,30,7.4,27.8,1033.2,
