date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2023-01-01,10.7,6.8,17.4,0,,55,5,,1030.9,
2023-01-02,10.6,5.8,17.6,0,,57,3.8,,1030.4,
2023-01-03,10.7,6.7,16.6,0,,43,4.2,,1028.8,
2023-01-04,10.9,6.4,15.5,0,,44,6.6,,1026.8,
2023-01-05,10.1,6.2,17.4,0,,43,4.8,,1023.6,
2023-01-06,10.8,6.8,17.2,0,,51,4.9,,1023,
2023-01-07,9.8,5.1,17,0,,53,3.7,,1023,
2023-01-08,9.1,4,16,0,,64,4.1,,1021.8,
2023-01-09,11.9,3.9,17.4,21.9,,149,12.9,,1015,
2023-01-10,10.7,7.6,13.6,18.6,,160,9.9,,1007.6,
2023-01-11,7.8,4.4,13.2,0.2,,34,12.4,,1014.3,
2023-01-12,7,3.3,13.1,0,,49,9.8,,1017.9,
2023-01-13,7.1,3.4,12.9,0,,51,8.2,,1019.6,
2023-01-14,8.6,3.7,14.4,0.4,,50,7.9,,1019,
2023-01-15,8.6,3.6,14.8,0,,59,8.9,,1018.6,
2023-01-16,11.1,5.2,16.2,4.2,,143,24.5,,1010.6,
2023-01-17,14.5,11.5,17,17.3,,184,37.3,,1003.5,
2023-01-18,15.7,14.1,18.8,0.9,,178,38.9,,1003.7,
2023-01-19,13.7,10,18.4,26.7,,178,33.8,,1005.7,
2023-01-20,9.2,7.4,11.6,32.5,,135,16.5,,1006.7,
2023-01-21,10.1,8,13.1,15,,167,33,,1006.4,
2023-01-22,10.1,6.1,15.2,9.3,,102,14.5,,1014.4,
2023-01-23,9.5,7.5,11.1,36.2,,96,19.9,,1018.2,
2023-01-24,9.3,5.6,15,0,,55,10.5,,1024.6,
2023-01-25,9.6,5.6,14.4,3.6,,86,13.8,,1019.2,
2023-01-26,9.3,6.6,13,9.3,,71,15.1,,1008.8,
2023-01-27,7.8,4.3,12.4,2.5,,66,7.9,,1005.5,
2023-01-28,7.5,3.7,13.4,0,,48,9.1,,1011.6,
2023-01-29,6.9,2,13.2,0,,46,11.5,,1017,
2023-01-30,6.5,1.7,12.6,0,,42,10.8,,1017.3,
2023-01-31,8,4.1,12,0,,43,16.3,,1016,
2023-02-01,6.1,1.5,12.2,0,,46,11.9,,1022.3,
2023-02-02,8.1,4.2,15,1.3,,117,9,,1022,
2023-02-03,8.8,3.6,13.2,3.7,,10,13.8,,1023.8,
2023-02-04,7.7,3.3,13.8,5.7,,51,13.6,,1017.3,
2023-02-05,3.3,-0.5,7.4,0,,20,25.7,,1019.4,
2023-02-06,0.9,-2.8,6,0,,34,25.4,,1024.8,
2023-02-07,3.3,-0.7,8.6,0,,57,19.1,,1028.7,
2023-02-08,4,0.4,10,0,,75,16.1,,1031,
2023-02-09,5.1,1.1,9.6,0,,79,16.6,,1030.7,
2023-02-10,6.3,2.1,12.4,0,,70,11.3,,1030.4,
2023-02-11,6,1.1,12.8,0,,40,10.2,,1031.3,
2023-02-12,6.6,2.6,11.4,0,,56,12.1,,1028.4,
2023-02-13,8.7,3.6,15.9,0,,48,11.6,,1032.8,
2023-02-14,7.6,2,14.2,0,,42,9.7,,1029.7,
2023-02-15,8.4,2.1,16.1,0,,68,8.4,,1028.4,
2023-02-16,9.3,4.4,16.4,0,,122,10.2,,1030.6,
2023-02-17,9.1,3.3,16,0,,84,8.4,,1030.2,
2023-02-18,9.4,3.8,16.2,0,,33,7,,1029.1,
2023-02-19,9.9,4.6,16.6,0,,122,7.5,,1025.1,
2023-02-20,11.2,6.2,18.8,0.3,,37,11.7,,1024.3,
2023-02-21,10.2,5.1,17.4,0,,54,6.2,,1021.9,
2023-02-22,10.9,5.9,16.8,0,,23,7.5,,1017.3,
2023-02-23,9.9,5,17.2,0,,25,6.4,,1016.4,
2023-02-24,10.8,5.1,17.2,0,,138,12.1,,1015.8,
2023-02-25,14.1,8,20.6,0,,141,28.3,,1009,
2023-02-26,16.4,12.1,20.9,17.4,,164,37.3,,1002.5,
2023-02-27,12.8,10,17.2,1.4,,143,19.1,,1013,
2023-02-28,13.6,7.5,20.7,0.5,,59,11.7,,1016.1,
2023-03-01,13.7,9.8,19,2.1,,115,15,,1014,
2023-03-02,12.3,7.5,17.6,0.4,,129,14,,1015.3,
2023-03-03,10.9,6.4,17.2,0.7,,104,12.6,,1014.8,
2023-03-04,10.4,8,15,14.4,,59,12.1,,1012.1,
2023-03-05,9.9,6.8,14.6,1.8,,27,9.1,,1010.7,
2023-03-06,11.1,6.8,15.7,0.7,,161,13.9,,1012.7,
2023-03-07,12.1,7.9,16.5,1.1,,149,11.9,,1009.4,
2023-03-08,12,7.7,16.6,0,,177,16,,1012.6,
2023-03-09,14.4,9.9,19.3,0,,155,20.7,,1012.1,
2023-03-10,15.4,12.4,20.6,4.1,,166,25.5,,1006,
2023-03-11,14.3,10.6,17.8,6.9,,186,14.7,,1002.4,
2023-03-12,12.8,7.5,19.4,0.1,,25,13.8,,1007.8,
2023-03-13,10.2,4.3,17,0,,22,9.3,,1018.1,
2023-03-14,12.2,5.5,18.6,0,,144,18.1,,1012.8,
2023-03-15,12.5,9.8,17.6,15.9,,164,21.1,,1001.9,
2023-03-16,10.9,6.6,16,0.8,,2,20.8,,1008.8,
2023-03-17,9.4,3.9,16.8,0,,21,16.6,,1017.5,
2023-03-18,10.2,5.2,16.6,0,,32,8,,1019,
2023-03-19,11.2,5.4,17.6,0,,75,8.7,,1021,
2023-03-20,12.1,6.6,17.1,0,,181,12.1,,1019.5,
2023-03-21,11.1,9,12.8,11.2,,49,10.1,,1014.8,
2023-03-22,13.1,8.7,19.6,1.2,,33,11,,1013.4,
2023-03-23,13.1,7.7,19.6,0,,38,9.5,,1015.5,
2023-03-24,13.3,7.2,20.4,0,,16,6.3,,1017.1,
2023-03-25,14,8,21,0,,163,9.2,,1013.9,
2023-03-26,,,,,,,,,,
2023-03-27,13.1,10,17.2,24.9,,196,22.2,,1004.9,
2023-03-28,10.2,7.4,13.2,4.6,,330,23.9,,1014.4,
2023-03-29,8.6,4,13.6,0,,30,13.7,,1027,
2023-03-30,11,5.2,18.2,0,,158,9.9,,1025.3,
2023-03-31,13.9,6.5,21.3,0,,117,16.9,,1017.4,
2023-04-01,15.3,12.2,19.3,0,,154,24.1,,1008.3,
2023-04-02,14.5,10.5,19.6,0,,113,13.2,,1007.3,
2023-04-03,12.3,9.8,17.3,15.7,,44,12.7,,1000.5,
2023-04-04,10.2,6,13.3,0.8,,318,13.2,,1003.7,
2023-04-05,10.4,6.5,15,0.4,,353,7.6,,1012.7,
2023-04-06,9.6,7.6,12.5,1.7,,20,16.4,,1012.5,
2023-04-07,10.3,5.4,18.4,0,,8,10.5,,1016.3,
2023-04-08,10.8,4.4,17,0,,23,8.2,,1017.6,
2023-04-09,9.9,6.2,13.6,7.8,,84,11.9,,1016.3,
2023-04-10,10.3,5.1,15,7.1,,37,9.3,,1014.5,
2023-04-11,11.2,5.8,17.3,0,,8,14.2,,1014.1,
2023-04-12,12.1,6.2,17.8,0,,53,6.8,,1011,
2023-04-13,15.2,7.8,25,0,,135,18.4,,1008.3,
2023-04-14,15.5,12.1,19.5,14,,194,23.9,,1007.7,
2023-04-15,14.1,9.7,18,0,,188,16.8,,1011.6,
2023-04-16,13,10.1,17.5,16.9,,108,16,,1008.1,
2023-04-17,12.7,8.5,16.7,6.1,,104,9.7,,1007.1,
2023-04-18,12.5,7.6,17.6,6,,308,6.9,,1011,
2023-04-19,12.9,7.9,18.5,0.2,,358,7.4,,1013.4,
2023-04-20,13.6,8,19.2,0,,48,7.4,,1013.3,
2023-04-21,14.2,8.2,21.2,0,,35,9.3,,1012.1,
2023-04-22,14.6,8.5,20,0,,358,8.4,,1012.8,
2023-04-23,15.3,9.3,22.6,0,,174,9.6,,1014.9,
2023-04-24,16.4,10.3,23.6,0.1,,159,22.8,,1012.4,
2023-04-25,16.6,11.6,21.6,3.6,,183,17.7,,1009.4,
2023-04-26,14.8,11.8,18.6,26.9,,307,21.6,,1009.2,
2023-04-27,13.2,7.2,20.4,0,,28,15.7,,1015.3,
2023-04-28,13.6,7.3,21.4,0,,21,10.6,,1019.2,
2023-04-29,15,7.8,22,0,,103,9.4,,1016,
2023-04-30,16.4,13.7,20.4,0,,276,7,,1014.1,
2023-05-01,16.2,12.8,21.2,4.5,,53,7.5,,1014.3,
2023-05-02,16,13.5,18.6,7,,17,9.7,,1013.9,
2023-05-03,16,12.8,23.4,5.5,,76,11.6,,1013,
2023-05-04,15.3,10.4,22.2,0,,336,8.4,,1015.8,
2023-05-05,16.8,11.3,23.6,0,,28,12,,1016,
2023-05-06,17.1,11.4,23.8,0,,12,9.8,,1015,
2023-05-07,17.9,12.5,25.2,0,,123,8.3,,1017,
2023-05-08,18.8,13.4,26.2,0,,189,12.5,,1017.1,
2023-05-09,18.2,14.2,22.4,0,,273,8,,1014.9,
2023-05-10,17.9,14,22.6,3.9,,178,12.6,,1013.6,
2023-05-11,17.2,14,20.6,2.4,,167,18.3,,1014,
2023-05-12,17.3,12.6,22.4,0.2,,165,17.3,,1016,
2023-05-13,16.8,11.6,21,2.3,,104,13.5,,1018.5,
2023-05-14,19.3,14.9,24.8,3.6,,72,18.8,,1014.5,
2023-05-15,21.2,14.9,29,0.2,,69,15.8,,1008.2,
