date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2021-01-01,,,,,,,,,,
2021-01-02,11,7.4,17,0.7,,99,9.2,,1015.9,
2021-01-03,11.9,7.9,16.6,2.3,,143,9.8,,1014.4,
2021-01-04,9.1,7.3,11.5,27.8,,56,7.8,,1010.9,
2021-01-05,9.6,5.5,15.3,0.4,,139,8.2,,1014.8,
2021-01-06,12.4,9.5,15,5.5,,176,14.3,,1016.6,
2021-01-07,13.3,11.7,16.6,30.8,,175,12.4,,1014.1,
2021-01-08,16.2,12.6,20.4,20.4,,177,17.9,,1008.5,
2021-01-09,12.3,10.6,14.6,6.1,,42,4.2,,1012,
2021-01-10,16.4,11.7,20.8,12.6,,123,10.9,,1009.6,
2021-01-11,13.6,9.8,17.9,19,,23,9.9,,1011.2,
2021-01-12,9.7,8.2,13,7.5,,32,6.7,,1011.3,
2021-01-13,9.1,6.4,12.2,12.2,,342,7.8,,1011.3,
2021-01-14,8.4,3.8,13.2,2.7,,160,10.9,,1011,
2021-01-15,6.7,3.4,11.2,1.5,,31,8.8,,1011.3,
2021-01-16,4,-0.8,7.7,0.8,,29,13.5,,1011.8,
2021-01-17,1.3,-2.2,4.8,0,,59,8.7,,1017.1,
2021-01-18,2.4,-1,8,0,,48,9.9,,1018.9,
2021-01-19,3.1,-0.6,8.8,0,,67,7.5,,1026.2,
2021-01-20,7.3,1.3,12.6,0,,120,9.2,,1027,
2021-01-21,10.6,6.5,15.4,1.7,,142,10.8,,1023.6,
2021-01-22,12.2,9.3,15.8,5.2,,159,14.3,,1019.1,
2021-01-23,11.1,8.2,15.2,13.7,,154,12.8,,1009.5,
2021-01-24,11.7,8.7,13.8,21.6,,181,21.2,,1005.6,
2021-01-25,12,9.6,14.2,16.1,,235,18.2,,1006.4,
2021-01-26,9,3.7,12.3,21.7,,26,13,,1005.8,
2021-01-27,4.2,1.3,8.2,0.4,,37,11.3,,1012.9,
2021-01-28,4.4,-0.4,9.6,0,,69,7.2,,1016.3,
2021-01-29,10.5,5.6,16.2,0.5,,131,11.8,,1010.6,
2021-01-30,11.4,7.1,15.6,12.4,,271,8.1,,1004.8,
2021-01-31,12.4,7.7,17.8,10.7,,144,16.5,,1000.3,
2021-02-01,11.8,9.3,15.4,9.1,,162,10.2,,1002.1,
2021-02-02,11.7,8.1,16.2,2.5,,95,6.4,,1010.1,
2021-02-03,10.5,5.9,16.4,0,,136,5.2,,1017.9,
2021-02-04,11.5,6.8,18.6,0,,126,5.3,,1019.3,
2021-02-05,11.3,7,18.2,0,,70,4.3,,1019.7,
2021-02-06,11.8,6.4,20,0,,95,5.8,,1016.7,
2021-02-07,15.1,8.6,21.4,2.1,,125,15.7,,1009.4,
2021-02-08,14.1,11.5,20,18.2,,178,19.3,,1002.3,
2021-02-09,12.7,9.6,15.6,6.8,,175,15.6,,1009.7,
2021-02-10,14.1,10.6,17.2,0.4,,168,18.2,,1011.1,
2021-02-11,12.1,9.8,13.7,41.4,,267,13,,1008.4,
2021-02-12,9.1,7.3,11.4,0,,18,7.3,,1019.7,
2021-02-13,7.1,2.8,8.9,27,,58,10.3,,1016.6,
2021-02-14,0.3,-1.8,2.7,3.5,,26,14.1,,1019.6,
2021-02-15,1.1,-3.4,7,0,,36,15.8,,1029,
2021-02-16,2.7,-2.7,8.2,0,,55,9.2,,1027.8,
2021-02-17,6.3,0.3,12.4,0.1,,94,6.3,,1023.4,
2021-02-18,8.8,4.2,13.8,0,,55,6.8,,1023,
2021-02-19,8.3,3.4,14.7,0,,88,6.3,,1026.5,
2021-02-20,9.5,4.6,14.8,0.4,,122,6.8,,1026.4,
2021-02-21,9.9,4.4,17.6,0,,101,6.5,,1027.6,
2021-02-22,9.9,5.2,17.2,0,,56,5.8,,1030.9,
2021-02-23,9.8,4.8,16.4,0,,42,7.9,,1032.5,
2021-02-24,10.4,5.1,17,0,,43,5.8,,1031,
2021-02-25,12.2,6.6,20.8,0,,89,5.7,,1030.3,
2021-02-26,11.4,7,17.4,0,,42,4.9,,1026.7,
2021-02-27,11.1,6.7,16.6,0,,56,4.8,,1021.3,
2021-02-28,11.9,7.6,18.2,0,,56,6.4,,1022.9,
2021-03-01,11.2,7.2,16.2,0.1,,49,7.4,,1025.8,
2021-03-02,10.6,6.4,16.6,0,,71,8.5,,1029.8,
2021-03-03,9.9,4.6,16.8,0,,51,6.2,,1029.9,
2021-03-04,9.6,4.6,16.2,0,,100,5.5,,1024.8,
2021-03-05,10.9,4.5,17,0.3,,153,10.4,,1019.5,
2021-03-06,11.5,7.2,17,1.8,,59,6.2,,1021.7,
2021-03-07,9.4,4.4,14.8,0,,30,6.2,,1023.1,
2021-03-08,10.3,4.8,17.6,0,,76,6,,1017.1,
2021-03-09,11.6,6,17.8,0,,153,8.1,,1013,
2021-03-10,10.9,8.8,14.2,15.2,,242,10.7,,1011,
2021-03-11,7.8,3.2,12.8,0.2,,354,9.5,,1018.6,
2021-03-12,9.7,2.6,16.8,0,,148,8.7,,1020.2,
2021-03-13,12.3,7.1,18.6,0,,132,7.8,,1016.9,
2021-03-14,12.8,7.2,18.6,0,,164,10.8,,1012,
2021-03-15,8.9,7.2,10.8,22,,269,18.1,,1004.5,
2021-03-16,8.6,5.2,12.8,2.1,,3,8.1,,1007.9,
2021-03-17,7.9,3.2,11.8,1.1,,3,8.8,,1011.4,
2021-03-18,8.3,3.3,13,0.1,,54,5.3,,1013.7,
2021-03-19,8.2,3.3,13.8,0,,44,6.6,,1012.9,
2021-03-20,9,5,12.1,0.8,,53,6.1,,1011.2,
2021-03-21,9,6.9,12,34.6,,48,7.2,,1002.8,
2021-03-22,8.2,6.3,10.2,2.4,,320,9.3,,1001.3,
2021-03-23,7.3,3.9,12.4,1.4,,32,13.2,,1008.7,
2021-03-24,7.4,1.5,13.4,0.5,,31,13.8,,1016.5,
2021-03-25,7.4,2.1,12.8,0,,33,8.8,,1019.9,
2021-03-26,8.1,1.6,14.8,0,,72,5.6,,1025.6,
2021-03-27,10.7,4.1,17.2,0,,151,7.8,,1028.3,
2021-03-28,,,,,,,,,,
2021-03-29,11.7,6.1,18.4,0.5,,38,8.1,,1030.2,
2021-03-30,12.7,7.5,19.8,0,,49,9.3,,1026.2,
2021-03-31,12.9,7,20,0,,49,11.9,,1022.2,
2021-04-01,13,6.5,19.8,0,,80,6.1,,1018.3,
2021-04-02,14.8,8.8,21.4,0,,152,7.7,,1015.9,
2021-04-03,15.1,10.2,20.6,3,,140,14.5,,1011.8,
2021-04-04,12.5,9.4,15.2,2.6,,33,8.7,,1010.8,
2021-04-05,10.1,4.5,15.2,0,,40,7.1,,1012.5,
2021-04-06,11.6,5.1,18.2,0,,159,9.6,,1006.4,
2021-04-07,11.7,8,15.4,7.5,,309,12.3,,1008.5,
2021-04-08,9.1,6.2,12.8,0.9,,13,13,,1020.7,
2021-04-09,8.6,2.7,15.6,0,,48,8.8,,1028,
2021-04-10,9.9,3.6,16.6,0,,158,7.8,,1026.3,
2021-04-11,11.4,5.1,17,0,,130,7.9,,1024.1,
2021-04-12,13.3,7.2,20,0,,172,9.5,,1022,
2021-04-13,14.1,9.9,20.4,2.8,,159,11.2,,1017.4,
2021-04-14,11.3,8.8,15.6,4.4,,327,11,,1018.3,
2021-04-15,10.4,5.3,15.4,0,,45,9.1,,1018.6,
2021-04-16,10.8,5.2,16.3,2.2,,51,7.9,,1015.7,
2021-04-17,12,8.8,16.7,7.4,,18,5.9,,1009,
2021-04-18,13,9.2,17.2,2.7,,343,6.9,,1013.4,
2021-04-19,11.1,9.2,14.6,23.9,,162,7.5,,1012.9,
2021-04-20,11.4,7.8,17.4,1.4,,222,5.6,,1016,
2021-04-21,11.9,7.2,17.8,1.8,,136,6.6,,1019.9,
2021-04-22,12,6.9,16.2,1.2,,95,6.7,,1020.7,
