date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2023-01-01,10.4,3.2,17.8,0,,141,4.7,,1030.7,
2023-01-02,10.2,1.4,18.6,0,,134,3.4,,1030.4,
2023-01-03,9.6,1.2,17.4,0,,171,3.6,,1029,
2023-01-04,9.1,3.6,16.6,0,,149,3.9,,1027,
2023-01-05,8.9,3.2,17,0,,149,4,,1023.7,
2023-01-06,9.6,5,17.4,0,,116,4.4,,1023.1,
2023-01-07,9,2,17.2,0,,144,5,,1023.1,
2023-01-08,8.4,1.2,16.8,0,,151,4.8,,1022,
2023-01-09,11.6,7,16.6,16.8,,144,14.4,,1015.3,
2023-01-10,9.6,5.6,14,21.4,,172,11.8,,1007.6,
2023-01-11,6.5,2,11.2,0,,128,5.2,,1014.1,
2023-01-12,5.8,-0.6,14.6,0,,114,6.9,,1018,
2023-01-13,6,0.2,13.6,0,,127,7.7,,1019.5,
2023-01-14,7.5,1.6,13.8,0,,151,5.5,,1019.1,
2023-01-15,7.4,1,16,0,,127,6.8,,1018.7,
2023-01-16,10.3,4,15.8,0.2,,146,16.3,,1010.7,
2023-01-17,12.7,9.8,16.3,9.9,,154,17.3,,1003.8,
2023-01-18,14.6,12.5,17.4,4.8,,161,17.7,,1003.8,
2023-01-19,13.2,8.6,15.4,12.3,,148,15.8,,1005.8,
2023-01-20,8.4,6.6,12,19.5,,151,11.9,,1006.9,
2023-01-21,9,6.8,12.8,20.2,,142,17.7,,1006.8,
2023-01-22,9.8,5.2,15.6,0.2,,129,12.8,,1014.5,
2023-01-23,9.1,7.9,10.9,34,,140,15.9,,1018.5,
2023-01-24,9,4,16,0.3,,131,7.6,,1024.8,
2023-01-25,8.7,3.8,13,6.1,,102,9.7,,1020,
2023-01-26,8.9,5.5,14,10.2,,101,9.9,,1009.5,
2023-01-27,7.5,3.6,14,1.1,,147,7.9,,1005.6,
2023-01-28,6.5,0.6,14.6,0,,108,6.3,,1011.6,
2023-01-29,5.9,-0.8,16.6,0,,85,8.6,,1017.1,
2023-01-30,4.9,-2.2,12,0,,183,6.5,,1017.3,
2023-01-31,6.5,2.6,13.8,0.1,,31,7.6,,1016.1,
2023-02-01,4.6,-3.2,13.6,0,,161,7,,1022.4,
2023-02-02,7.1,1.6,13.4,1.2,,162,10.1,,1021.9,
2023-02-03,7.2,2,15,6.4,,147,7.7,,1023.8,
2023-02-04,6.6,2.2,13,6.1,,140,10.5,,1017.4,
2023-02-05,2.4,-1.8,8.6,0,,39,13.7,,1019.5,
2023-02-06,0.9,-2.9,6.8,0,,54,14.1,,1024.9,
2023-02-07,1.5,-4.6,9.8,0,,83,12.1,,1029.4,
2023-02-08,1.9,-4.8,10,0,,105,12.4,,1031.8,
2023-02-09,3.1,-5,12.6,0,,103,10.5,,1031.6,
2023-02-10,4.4,-2.4,13.6,0,,107,8.8,,1030.6,
2023-02-11,3.6,-3,13,0,,164,8.1,,1031.4,
2023-02-12,4.3,-2.8,11.8,0,,82,6.9,,1028.8,
2023-02-13,6.3,-0.5,16.6,0,,139,8.6,,1033.1,
2023-02-14,5.7,-3,15.4,0,,161,6.6,,1029.8,
2023-02-15,6.6,-3,16.8,0,,152,7.7,,1028.4,
2023-02-16,8,0.4,17.4,0,,140,6.7,,1030.6,
2023-02-17,8.5,2.6,17.2,0,,166,7.2,,1030.2,
2023-02-18,8.4,0.4,16.6,0,,147,7,,1029,
2023-02-19,9.4,1.4,18,0,,145,6.5,,1025.2,
2023-02-20,10.3,3.8,19.4,0.2,,201,6.7,,1024.2,
2023-02-21,10.3,3,19.2,0,,201,6.9,,1021.9,
2023-02-22,10.3,0.6,18.2,0,,153,6.3,,1017.5,
2023-02-23,9.5,3.4,17,0,,210,5.3,,1016.5,
2023-02-24,10.6,4.3,18.8,0,,165,7.2,,1015.9,
2023-02-25,13.2,5,20,0.1,,141,13.7,,1009.5,
2023-02-26,16.5,12.2,21.6,16.8,,153,26.2,,1002.7,
2023-02-27,12.8,9,17.6,3.7,,139,15.2,,1013,
2023-02-28,14.3,6.8,23.6,0,,104,11.5,,1016.3,
2023-03-01,13.5,10.1,19.4,3.2,,120,10.7,,1014.1,
2023-03-02,11.4,5.6,19.2,4.3,,134,8.2,,1015.1,
2023-03-03,9.7,5.4,17,3.2,,125,7.6,,1015,
2023-03-04,10,7.3,15.8,17.9,,126,10.3,,1012.7,
2023-03-05,9.8,6.9,14.2,8.8,,159,7.8,,1010.5,
2023-03-06,10.4,6,15.4,0.2,,163,10.9,,1012.5,
2023-03-07,11.8,8.4,17,0,,139,10.6,,1009.5,
2023-03-08,11.6,6.8,17.8,0,,164,8.2,,1012.2,
2023-03-09,14.6,9.8,20.4,0,,152,12.6,,1012.1,
2023-03-10,15.6,11.6,20,21.8,,158,17.4,,1006.1,
2023-03-11,13.5,10.4,19.6,11,,184,11.6,,1002.5,
2023-03-12,12.8,7.7,19.8,1.6,,77,10.2,,1007.6,
2023-03-13,10.3,2.2,20,0,,108,7.8,,1017.9,
2023-03-14,11.8,3,20,0,,155,10.3,,1012.8,
2023-03-15,11.5,8.2,16.7,23.7,,135,13.1,,1002.2,
2023-03-16,11.2,6,16.2,0,,57,11.2,,1008.7,
2023-03-17,9.7,3.4,18.4,0,,59,10.5,,1017.3,
2023-03-18,10.4,4.1,17.4,0,,177,8.6,,1018.7,
2023-03-19,10.6,0,18.6,0,,123,8.1,,1020.8,
2023-03-20,12,4.6,19,0,,218,6.4,,1019.6,
2023-03-21,11.3,9.4,13.6,12.4,,198,5.1,,1014.8,
2023-03-22,13.1,7.4,20.8,1,,142,6.9,,1013.3,
2023-03-23,13.9,7.4,22.6,0,,144,9.1,,1015.2,
2023-03-24,13.8,5.8,22.4,0,,203,7.2,,1016.9,
2023-03-25,14,5.2,20.9,0,,174,6.8,,1013.7,
2023-03-26,14,5.8,21.4,0,,230,6.5,,1012.4,
2023-03-27,11.4,6,18.6,45.3,,168,12.8,,1004.8,
2023-03-28,9.2,4.8,13,3.4,,291,12.2,,1013.7,
2023-03-29,7.6,-1,13,0,,250,7.5,,1026.8,
2023-03-30,10.1,0.4,18.8,0,,169,8.7,,1025.3,
2023-03-31,13,3.8,22,0,,135,7.5,,1017.6,
2023-04-01,14.6,9.4,20.2,2,,173,15.4,,1008.2,
2023-04-02,14,8.6,21,1.1,,121,7.8,,1007.6,
2023-04-03,11.8,7.4,18,8.8,,72,11.9,,1001,
2023-04-04,10,5.7,15.6,4.8,,196,9.2,,1003.4,
2023-04-05,10.5,7.4,15,0,,216,7.9,,1012.7,
2023-04-06,9.5,3.8,14.2,0.9,,276,7.7,,1012.5,
2023-04-07,9.3,2.4,16.4,0,,209,9.1,,1016.1,
2023-04-08,10.1,1,18.2,0,,157,7.3,,1017.5,
2023-04-09,9.5,5,13.8,7.2,,147,6.6,,1016.4,
2023-04-10,10.8,5.8,17.4,4.7,,90,7.2,,1014.6,
2023-04-11,11.3,4.4,18,0,,175,9.5,,1013.9,
2023-04-12,12.3,4.4,19,0,,199,8,,1011,
2023-04-13,15.5,5,24.8,0,,149,11.9,,1008.5,
2023-04-14,14.9,10,19.4,13,,198,13.1,,1007.7,
2023-04-15,13.2,8.2,19.2,0,,172,9.7,,1011.4,
