date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2021-01-01,,,,,,,,,,
2021-01-02,9.9,3.6,17.6,0,,122,10.7,,1016.3,
2021-01-03,12.3,8.6,18.8,1.5,,134,12.1,,1014.5,
2021-01-04,9.1,7.1,11.3,29.3,,133,5.6,,1011.1,
2021-01-05,9.5,4.4,15.2,0.3,,151,8.3,,1014.7,
2021-01-06,10.8,9.5,12.5,8.2,,131,7.7,,1016.7,
2021-01-07,11,9.6,12.6,32.4,,134,6.4,,1014.5,
2021-01-08,14.7,12,20.6,23.3,,177,10.3,,1008.7,
2021-01-09,12,9.8,14.4,10.6,,294,2.8,,1011.9,
2021-01-10,15.6,11,19.9,14.5,,128,8.2,,1009.9,
2021-01-11,13.1,10.5,17.2,21.1,,232,5.7,,1011.1,
2021-01-12,9.7,7.7,14.2,3.4,,265,4.9,,1011.3,
2021-01-13,8.5,6.1,13,5.8,,237,6.7,,1010.9,
2021-01-14,6.1,0.8,10.5,6.1,,173,6.8,,1011,
2021-01-15,5.4,-2.4,11.2,0.4,,78,5.4,,1011.4,
2021-01-16,3.4,-2.9,8.6,1,,45,7.8,,1012.1,
2021-01-17,-0.4,-6.6,5.2,0,,124,4.5,,1017.1,
2021-01-18,0.7,-4.8,8.2,0,,90,5.9,,1019,
2021-01-19,1.3,-5,10.2,0,,136,5.8,,1025.9,
2021-01-20,5.4,-1.3,11.9,0,,136,9.4,,1027.2,
2021-01-21,9.9,2.6,15.2,0.3,,144,9.9,,1023.7,
2021-01-22,11.1,6.6,16,2.4,,141,11.2,,1019.3,
2021-01-23,9.9,6.6,14,18,,133,12.7,,1010.2,
2021-01-24,10.5,7,15.8,22.5,,154,17.2,,1005.6,
2021-01-25,10.8,9,13,16.5,,215,13.6,,1006,
2021-01-26,7.7,1.3,10.8,14.2,,210,7.7,,1005.8,
2021-01-27,2.4,-4,8.8,0,,329,6.5,,1012.6,
2021-01-28,2.6,-6,10.8,0,,152,5.3,,1016.3,
2021-01-29,9.4,-1,15.2,1.4,,150,10.7,,1010.8,
2021-01-30,11,6.8,16.8,24,,197,9.4,,1004.6,
2021-01-31,11.6,6.8,19.4,18.1,,143,16.1,,1000.7,
2021-02-01,11,7.9,14.9,3.1,,147,7.3,,1002.2,
2021-02-02,11.4,8,16.9,3.4,,124,6.2,,1010.2,
2021-02-03,10.9,6,18.4,0,,136,5.5,,1017.7,
2021-02-04,10.7,4,20.2,0,,119,6.8,,1019.3,
2021-02-05,11,4,19.2,0,,132,3.3,,1019.7,
2021-02-06,11.5,3,21.8,0,,116,4.5,,1016.9,
2021-02-07,14.6,3.6,22,0,,137,10.8,,1009.8,
2021-02-08,13.7,10.8,20,16.5,,161,17.4,,1002.4,
2021-02-09,12.2,10,15.8,10.4,,162,11.1,,1009.4,
2021-02-10,14.1,9.8,19.1,0.8,,166,13.3,,1010.9,
2021-02-11,10.9,9.4,13,44.3,,186,8.5,,1008.2,
2021-02-12,8.6,6.3,11.8,0,,235,5.4,,1019.6,
2021-02-13,5.6,1.6,7.4,26.4,,74,9.2,,1017.6,
2021-02-14,-0.6,-4.1,2,7.3,,49,11.1,,1020.1,
2021-02-15,-0.9,-7.7,7.6,0,,31,9.6,,1029.3,
2021-02-16,1.3,-5.6,10,0,,95,5.6,,1028,
2021-02-17,5.1,-4.2,14.6,0,,133,4.7,,1023.5,
2021-02-18,7.9,0.6,15.6,0,,113,4.9,,1022.9,
2021-02-19,7.5,-0.6,15.4,0,,141,4.8,,1026.4,
2021-02-20,9.2,3.2,15.5,0,,141,5.8,,1026.4,
2021-02-21,10,2.5,19.2,0,,103,5.9,,1027.5,
2021-02-22,9.9,1.8,19.4,0,,157,4.5,,1030.7,
2021-02-23,9.9,1.4,19,0,,188,3.3,,1032.3,
2021-02-24,11,1,19.8,0,,75,4.5,,1031.1,
2021-02-25,12.1,4.2,22.8,0,,143,5.5,,1030.6,
2021-02-26,12.5,3,22.4,0,,144,4.5,,1026.8,
2021-02-27,12.1,1.8,20.2,0,,157,4,,1021.2,
2021-02-28,12.5,4.8,21.2,0,,85,9.4,,1023,
2021-03-01,11.2,4.4,18.4,0,,99,7.9,,1025.7,
2021-03-02,9.9,2.2,19.4,0,,106,7.4,,1029.7,
2021-03-03,9.9,-1,20.2,0,,169,5.2,,1029.9,
2021-03-04,10.3,0.6,19,0,,259,5.2,,1024.8,
2021-03-05,10.7,-0.8,18.6,0,,114,5.2,,1019.7,
2021-03-06,11.5,6.2,17.6,2.2,,76,4.8,,1021.7,
2021-03-07,9.5,2.6,17.2,0,,17,6.2,,1023,
2021-03-08,9.6,2,16.6,0,,75,4.6,,1017.4,
2021-03-09,11.8,5.2,20.6,0,,126,5.9,,1013.2,
2021-03-10,9.8,7,13.2,20.1,,195,6.4,,1010.7,
2021-03-11,8.2,3,14.8,1.3,,310,7.7,,1018.1,
2021-03-12,9.1,0.8,18.6,0,,121,5.9,,1020.3,
2021-03-13,11.6,4.8,17.4,0,,80,7.1,,1017.1,
2021-03-14,12.2,3.4,20.2,0.8,,180,7.6,,1012.1,
2021-03-15,8.2,5.4,10.9,23.3,,217,13.7,,1004.1,
2021-03-16,7.9,2.6,14,1.1,,229,8.4,,1007.3,
2021-03-17,6.7,-1.6,13.4,0.3,,222,9,,1010.8,
2021-03-18,7.8,2,14.2,0,,186,6.8,,1013.5,
2021-03-19,8.1,2,15.2,0,,241,4.9,,1013,
2021-03-20,9.1,3,13.6,0.7,,110,4.5,,1011.4,
2021-03-21,8.8,6.8,11,24.6,,53,7,,1003.6,
2021-03-22,8,6.8,10.2,5.9,,242,6.8,,1000.9,
2021-03-23,7.7,4.3,12.2,0.2,,60,11.4,,1008.9,
2021-03-24,6.6,-3,14.4,0.1,,56,8.3,,1016.3,
2021-03-25,6.6,0.2,14.2,0,,65,7.3,,1019.7,
2021-03-26,7.3,-2,16,0,,150,6.7,,1025.3,
2021-03-27,9.9,1.2,17.6,0,,147,6.4,,1028,
2021-03-28,11.8,3.4,20,0,,29,5.5,,1029.9,
2021-03-29,12.1,2.6,19.8,0,,215,5.4,,1029.8,
2021-03-30,12.4,5.2,20.8,0,,75,7.3,,1026.3,
2021-03-31,13.1,6.4,21.6,0,,81,9.2,,1022.2,
2021-04-01,13.3,4.4,22.6,0,,190,7,,1018.1,
2021-04-02,14.6,6.6,23.6,0.2,,64,6.1,,1016,
2021-04-03,15.9,8.8,23.6,2,,158,11.1,,1011.7,
2021-04-04,12.6,7.2,15,10.1,,214,6.3,,1010.7,
2021-04-05,10.1,1.2,17,0,,207,6.8,,1012.3,
2021-04-06,11.2,2,18.6,0,,181,8.2,,1006.4,
