date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2022-01-01,6.6,2,12.5,0,,279,3.3,,1023.1,
2022-01-02,5.9,2.9,11.2,0,,285,4.8,,1026.2,
2022-01-03,6.1,-0.1,12.2,0,,260,7.5,,1020.7,
2022-01-04,6.1,0.9,14,0,,248,6.3,,1017.9,
2022-01-05,6.6,0.6,13,0,,216,8.6,,1013.1,
2022-01-06,7.6,4.1,12,0,,176,7.6,,1011.7,
2022-01-07,5.1,2.2,8.2,0.8,,73,5.4,,1015.5,
2022-01-08,5.3,3.2,7.8,3.7,,86,6.8,,1011.7,
2022-01-09,5.2,3.4,8.6,3.8,,76,3.7,,1004.3,
2022-01-10,3.4,1.5,5.4,9.5,,47,7.5,,999.7,
2022-01-11,1.9,0.1,4,2.3,,29,13.7,,1009.1,
2022-01-12,-0.7,-4,2,0,,25,10.2,,1023.4,
2022-01-13,-3.1,-6.4,0.6,0,,27,7,,1033.3,
2022-01-14,0.1,-6,7.7,0,,297,5.1,,1027.5,
2022-01-15,2.7,-1.8,8.9,0,,328,5.1,,1023,
2022-01-16,0.9,-3.2,6.9,0,,36,3.6,,1026.9,
2022-01-17,3,-1.7,9.2,0,,247,8.1,,1023.1,
2022-01-18,1.6,-1.7,4.8,0,,358,5.2,,1027.5,
2022-01-19,-0.6,-5.3,5,0,,348,4.7,,1031.5,
2022-01-20,1.6,-4.1,8.2,0,,216,9.4,,1025.1,
2022-01-21,1.5,-3.4,5.3,5.5,,285,8.6,,1018.6,
2022-01-22,-4.4,-7.7,-1.3,0,,339,7.4,,1022,
2022-01-23,-5.1,-8.1,-0.3,0,,300,5.6,,1025.2,
2022-01-24,-6.5,-8.7,-3.9,0.2,,35,9.3,,1028.4,
2022-01-25,-7.3,-11.6,-3.2,0,,330,5.1,,1031.3,
2022-01-26,-3.6,-9,3.1,0,,315,4.9,,1027.1,
2022-01-27,-1.9,-6,4.2,0,,309,4.9,,1027.1,
2022-01-28,1.1,-4.4,7.8,1.6,,294,6.8,,1023.1,
2022-01-29,-0.8,-4.2,2,3,,34,7.7,,1024.3,
