date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2021-01-01,,,,,,,,,,
2021-01-02,2.8,-1.7,7.7,0.1,,106,10.2,,1020.3,
2021-01-03,6.4,3.4,12.2,4.7,,122,6.7,,1017.2,
2021-01-04,4.6,2.9,6.6,22.8,,126,5.7,,1011.3,
2021-01-05,3.9,-0.1,7.8,0,,209,7.6,,1016.5,
2021-01-06,5.4,3.5,8,4.3,,130,4.8,,1018.9,
2021-01-07,7.3,5,9.3,33.5,,202,9,,1015,
2021-01-08,10,8.3,12.8,15.6,,181,12.7,,1009.3,
2021-01-09,9.3,6.8,12.6,6.9,,254,5.1,,1011.5,
2021-01-10,11.7,8.8,15,22.6,,173,8.3,,1012.1,
2021-01-11,10.6,7.2,12.7,15.5,,212,8.4,,1010.6,
2021-01-12,5.6,1.1,8.1,5.1,,303,6.8,,1010.4,
2021-01-13,3,-0.8,6,0.5,,278,7.8,,1010.8,
2021-01-14,1.2,-2.8,5.1,4.5,,292,8,,1011,
2021-01-15,-3.5,-6.4,-0.2,2,,72,6.1,,1015.3,
2021-01-16,-5,-10.3,-2.8,6.2,,12,5.9,,1015.2,
2021-01-17,-9.3,-20.7,-0.8,0,,195,3.6,,1019.1,
2021-01-18,-9.2,-13.9,-3.4,0,,83,3.1,,1023.2,
2021-01-19,-7,-11.9,0.2,0,,238,4.3,,1028.1,
2021-01-20,-0.9,-8.8,5.2,0,,219,7.5,,1028.5,
2021-01-21,3.5,0.6,7,0,,172,5.4,,1025.7,
2021-01-22,5.5,3.2,9,1.1,,167,7.6,,1021.1,
2021-01-23,4.9,2.5,8.4,17.4,,134,6.1,,1012.1,
2021-01-24,4.9,2.2,8.8,21.8,,194,10.7,,1007.5,
2021-01-25,4.4,2.5,7.2,11.9,,218,11.2,,1006.4,
2021-01-26,3.1,-1.9,6,14.9,,268,9.6,,1005.7,
2021-01-27,-2.9,-6.6,0.8,0,,305,10.9,,1012.7,
2021-01-28,-3.1,-7.8,1.6,0,,271,6.6,,1016.9,
2021-01-29,3.6,-2.4,8,0.8,,230,8.7,,1011.8,
2021-01-30,5.3,-0.4,10,4.4,,258,9.5,,1004.6,
2021-01-31,5.6,0,10.4,25.4,,127,5.9,,1003.5,
2021-02-01,6.3,3.3,9.8,1.2,,191,8.5,,1003.5,
2021-02-02,7,2.8,12,0.8,,153,4.4,,1011.8,
2021-02-03,6,1.8,12.6,0,,265,5.6,,1018.5,
2021-02-04,6.9,-0.1,15,0,,265,7.9,,1019.2,
2021-02-05,8.6,3.8,16.4,0,,237,5.3,,1019.8,
2021-02-06,9.7,4.4,18,0,,212,9.1,,1017.5,
2021-02-07,9.7,5.3,15.2,0.1,,173,8,,1012,
2021-02-08,7.1,4,10.8,15.3,,181,10.5,,1004.4,
2021-02-09,6.8,4.8,10.6,4.8,,213,10.6,,1010.6,
2021-02-10,7.5,4,12.3,0.1,,212,13.8,,1012.4,
